contestant,age,city,state_abbr,season,finish,tribalChallengeWins,individualChallengeWins,totalWins,daysLasted,votesAgainst,iconPictureURL,gender,occupation,fullPictureURL,season_number
Helen Glover,47,Middletown,RI,Thailand,4,6,2,8,37,5,https://vignette.wikia.nocookie.net/survivor/images/b/b1/S5_helen_t.png/revision/latest?cb=20180526214923,Female,Navy Swim Instructor,https://vignette.wikia.nocookie.net/survivor/images/e/ec/S5_Helen_Glover.jpg/revision/latest?cb=20120610040943,5
Jan Gentry,53,Tampa,FL,Thailand,3rd,6,0,6,38,5,https://vignette.wikia.nocookie.net/survivor/images/6/6e/S5_jan_t.png/revision/latest?cb=20180526214924,Female,Teacher,https://vignette.wikia.nocookie.net/survivor/images/3/39/S5_Jan_Gentry.jpg/revision/latest?cb=20120610040955,5
Clay Jordan,46,Monroe,LA,Thailand,2,6,1,7,39,3,https://vignette.wikia.nocookie.net/survivor/images/c/cf/S5_clay_t.png/revision/latest?cb=20180526214921,Male,Restaurant Owner,https://vignette.wikia.nocookie.net/survivor/images/8/8e/S5_Clay_Jordan.jpg/revision/latest?cb=20120610041005,5
Brian Heidik,34,Quartz Hill,CA,Thailand,1,6,5,11,39,0,https://vignette.wikia.nocookie.net/survivor/images/6/6a/S5_brian_t.png/revision/latest?cb=20180526214920,Male,Used Car Salesman,https://vignette.wikia.nocookie.net/survivor/images/f/f0/S5_Brian_Heidik.jpg/revision/latest?cb=20120610041025,5
Ryan Aiken,23,Ellicott City,MD,The Amazon,16,0,NA,0,3,4,https://vignette.wikia.nocookie.net/survivor/images/3/3c/S6_ryan_t.png/revision/latest?cb=20180526223413,Male,Model,https://vignette.wikia.nocookie.net/survivor/images/5/5d/S6_Ryan_Aiken.jpg/revision/latest?cb=20120610032833,6
Janet Koth,46,Manchester,MO,The Amazon,15,2,NA,2,6,5,https://vignette.wikia.nocookie.net/survivor/images/c/cc/S6_janet_t.png/revision/latest?cb=20180526223409,Female,Homemaker,https://vignette.wikia.nocookie.net/survivor/images/e/e8/S6_Janet_Koth.jpg/revision/latest?cb=20120610032903,6
Daniel Lue,26,Houston,TX,The Amazon,14,1,NA,1,9,7,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S6_daniel_t.png/revision/latest?cb=20180526223407,Male,Tax Accountant,https://vignette.wikia.nocookie.net/survivor/images/f/f6/S6_Daniel_Lue.jpg/revision/latest?cb=20120610032944,6
JoAnna Ward,31,Orangeburg,SC,The Amazon,13,4,NA,4,12,4,https://vignette.wikia.nocookie.net/survivor/images/5/52/S6_joanna_t.png/revision/latest?cb=20180526223411,Female,Guidance Counselor,https://vignette.wikia.nocookie.net/survivor/images/5/5c/S6_Joanna_Ward.jpg/revision/latest?cb=20120610033016,6
Jeanne Hebert,40,North Attleboro,MA,The Amazon,12,4,NA,4,15,5,https://vignette.wikia.nocookie.net/survivor/images/f/f5/S6_jeanne_t.png/revision/latest?cb=20180526223410,Female,Marketing Director,https://vignette.wikia.nocookie.net/survivor/images/6/6a/S6_Jeanne_Hebert.jpg/revision/latest?cb=20120610033138,6
Shawna Mitchell,23,Los Angeles,CA,The Amazon,11,5,NA,5,18,6,https://vignette.wikia.nocookie.net/survivor/images/4/4d/S6_shawna_t.png/revision/latest?cb=20180526223414,Female,Retail Saleswoman,https://vignette.wikia.nocookie.net/survivor/images/a/ac/S6_Shawna_Mitchell.jpg/revision/latest?cb=20120610033213,6
Roger Sexton,56,Valencia,CA,The Amazon,10,5,0,5,21,11,https://vignette.wikia.nocookie.net/survivor/images/7/72/S6_roger_t.png/revision/latest?cb=20180526223412,Male,Construction Company V.P.,https://vignette.wikia.nocookie.net/survivor/images/8/89/S6_Roger_Sexton.jpg/revision/latest?cb=20120610033252,6
Dave Johnson,23,Pasadena,CA,The Amazon,9,5,1,6,24,8,https://vignette.wikia.nocookie.net/survivor/images/b/b2/S6_dave_t.png/revision/latest?cb=20180526223407,Male,Rocket Scientist,https://vignette.wikia.nocookie.net/survivor/images/8/8f/S6_Dave_Johnson.jpg/revision/latest?cb=20120610033334,6
Deena Bennett,35,Riverside,CA,The Amazon,8,5,1,6,27,6,https://vignette.wikia.nocookie.net/survivor/images/4/44/S6_deena_t.png/revision/latest?cb=20180526223408,Female,Deputy District Attorney,https://vignette.wikia.nocookie.net/survivor/images/9/98/S6_Deena_Bennett.jpg/revision/latest?cb=20120610033540,6
Alex Bell,32,Los Angeles,CA,The Amazon,7,4,1,5,30,6,https://vignette.wikia.nocookie.net/survivor/images/b/b8/S6_alex_t.png/revision/latest?cb=20180526223405,Male,Triathlon Coach,https://vignette.wikia.nocookie.net/survivor/images/2/2d/S6_Alex_Bell.jpg/revision/latest?cb=20120610033552,6
Christy Smith,24,Basalt,CO,The Amazon,6,6,0,6,33,9,https://vignette.wikia.nocookie.net/survivor/images/4/46/S6_christy_t.png/revision/latest?cb=20180526223406,Female,Children's Adventure Guide,https://vignette.wikia.nocookie.net/survivor/images/8/85/S6_Christy_Smith.jpg/revision/latest?cb=20120610033609,6
Heidi Strobel,24,Jefferson City,MO,The Amazon,5,6,0,6,36,3,https://vignette.wikia.nocookie.net/survivor/images/6/66/S6_heidi_t.png/revision/latest?cb=20180526223408,Female,Gym Teacher,https://vignette.wikia.nocookie.net/survivor/images/a/ac/S6_Heidi_Strobel.jpg/revision/latest?cb=20120610033621,6
Butch Lockley,50,Olney,IL,The Amazon,4,5,0,5,37,5,https://vignette.wikia.nocookie.net/survivor/images/9/97/S6_butch_t.png/revision/latest?cb=20180526223406,Male,Principal,https://vignette.wikia.nocookie.net/survivor/images/f/f0/S6_Butch_Lockley.jpg/revision/latest?cb=20120610033829,6
Rob Cesternino,24,Wantagh,NY,The Amazon,3rd,4,1,5,38,4,https://vignette.wikia.nocookie.net/survivor/images/2/23/S6_rob_t.png/revision/latest?cb=20180526223412,Male,Computer Projects Coordinator,https://vignette.wikia.nocookie.net/survivor/images/4/46/S8_Rob_Cesternino.jpg/revision/latest?cb=20120611063143,6
Matthew von Ertfelda,33,Washington,D.C.,The Amazon,2,4,4,8,39,6,https://vignette.wikia.nocookie.net/survivor/images/1/10/S6_matthew_t.png/revision/latest?cb=20180526223411,Male,Restaurant Designer,https://vignette.wikia.nocookie.net/survivor/images/c/c5/S6_Matthew_von_Ertfelda.jpg/revision/latest?cb=20120610033904,6
Jenna Morasca,21,Bridgeville,PA,The Amazon,1,5,4,9,39,3,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S6_jenna_t.png/revision/latest?cb=20180526223410,Female,Swimsuit Model,https://vignette.wikia.nocookie.net/survivor/images/5/51/S8_Jenna_Morasca.jpg/revision/latest?cb=20120611063049,6
Nicole Delma,24,Hermosa Beach,CA,Pearl Islands,16,1,NA,1,4,7,https://vignette.wikia.nocookie.net/survivor/images/a/ab/S7_nicole_t.png/revision/latest?cb=20180527001007,Female,Massage Therapist,https://vignette.wikia.nocookie.net/survivor/images/d/d1/S7_Nicole_Delma.jpg/revision/latest?cb=20120610043132,NA
Ryan Shoulders,23,Clarksville,TN,Pearl Islands,15,1,NA,1,7,6,https://vignette.wikia.nocookie.net/survivor/images/4/4b/S7_ryans_t.png/revision/latest?cb=20180527001009,Male,Produce Clerk,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S7_Ryan_Shoulders.jpg/revision/latest?cb=20120610043143,NA
Michelle Tesauro,22,Washington,D.C.,Pearl Islands,14,7,NA,7,16,6,https://vignette.wikia.nocookie.net/survivor/images/3/32/S7_michelle_t.png/revision/latest?cb=20180527001007,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/4/43/S7_Michelle_Tesauro.jpg/revision/latest?cb=20120610043158,NA
Trish Dunn,42,Annapolis,MD,Pearl Islands,13,8,NA,8,19,4,https://vignette.wikia.nocookie.net/survivor/images/2/28/S7_trish_t.png/revision/latest?cb=20180527001012,Female,Sales Executive,https://vignette.wikia.nocookie.net/survivor/images/f/f0/S7_Trish_Dunn.jpg/revision/latest?cb=20120610043214,NA
Shawn Cohen,28,Los Angeles,CA,Pearl Islands,12,7,NA,7,19,5,https://vignette.wikia.nocookie.net/survivor/images/b/b2/S7_shawn_t.png/revision/latest?cb=20180527001011,Male,Advertising Sales,https://vignette.wikia.nocookie.net/survivor/images/1/18/S7_Shawn_Cohen.jpg/revision/latest?cb=20120610043401,NA
Osten Taylor,27,Boston,MA,Pearl Islands,11,4,NA,4,19,2,https://vignette.wikia.nocookie.net/survivor/images/2/28/S7_osten_t.png/revision/latest?cb=20180527001008,Male,Equity Trade Manager,https://vignette.wikia.nocookie.net/survivor/images/5/5e/S7_Osten_Taylor.jpg/revision/latest?cb=20120610043416,NA
Andrew Savage,39,Chicago,IL,Pearl Islands,10,4,0,4,21,6,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S7_andrew_t.png/revision/latest?cb=20180527001003,Male,Attorney,https://vignette.wikia.nocookie.net/survivor/images/d/d9/S31_Andrew_Savage.jpg/revision/latest?cb=20150825190106,NA
Ryan Opray,30,Los Gatos,CA,Pearl Islands,9,4,1,5,24,8,https://vignette.wikia.nocookie.net/survivor/images/b/b9/S7_ryano_t.png/revision/latest?cb=20180527001009,Male,Electrician,https://vignette.wikia.nocookie.net/survivor/images/3/3c/S7_Ryan_Opray.jpg/revision/latest?cb=20120610043440,NA
Rupert Boneham,39,Indianapolis,IN,Pearl Islands,8,7,3,10,27,7,https://vignette.wikia.nocookie.net/survivor/images/1/17/S7_rupert_t.png/revision/latest?cb=20180527001008,Male,Troubled Teens Mentor,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S27_Rupert_Boneham.jpg/revision/latest?cb=20130821173354,NA
Tijuana Bradley,26,St. Louis,MO,Pearl Islands,7,4,1,5,30,5,https://vignette.wikia.nocookie.net/survivor/images/f/ff/S7_tijuana_t.png/revision/latest?cb=20180527001011,Female,Pharmaceutical Sales,https://vignette.wikia.nocookie.net/survivor/images/2/22/S7_Tijuana_Bradley.jpg/revision/latest?cb=20120610043738,NA
Christa Hastie,24,Los Angeles,CA,Pearl Islands,6,7,1,8,33,7,https://vignette.wikia.nocookie.net/survivor/images/4/4b/S7_christa_t.png/revision/latest?cb=20180527001005,Female,Computer Programmer,https://vignette.wikia.nocookie.net/survivor/images/3/30/S7_Christa_Hastie.jpg/revision/latest?cb=20120610043755,NA
Burton Roberts,31,San Francisco,CA,Pearl Islands,5,7,5,12,30,10,https://vignette.wikia.nocookie.net/survivor/images/5/59/S7_burton_t.png/revision/latest?cb=20180527001004,Male,Marketing Executive,https://vignette.wikia.nocookie.net/survivor/images/0/05/S7_Burton_Roberts.jpg/revision/latest?cb=20120610043811,NA
Darrah Johnson,22,Liberty,MS,Pearl Islands,4,4,4,8,37,6,https://vignette.wikia.nocookie.net/survivor/images/7/72/S7_darrah_t.png/revision/latest?cb=20180527001005,Female,Mortician,https://vignette.wikia.nocookie.net/survivor/images/1/19/S7_Darrah_Johnson.jpg/revision/latest?cb=20120610044033,NA
Jon Dalton,29,Los Angeles,CA,Pearl Islands,3rd,7,2,9,38,7,https://vignette.wikia.nocookie.net/survivor/images/6/6a/S7_jon_t.png/revision/latest?cb=20180527001006,Male,Art Consultant,https://vignette.wikia.nocookie.net/survivor/images/b/bc/S16_Jon_Dalton.jpg/revision/latest?cb=20120616070503,NA
Lillian Morris,51,Loveland,OH,Pearl Islands,2,1,3,4,30,10,https://vignette.wikia.nocookie.net/survivor/images/2/2f/S7_lillian_t.png/revision/latest?cb=20180527001006,Female,Scout Troop Leader,https://vignette.wikia.nocookie.net/survivor/images/5/5b/S7_Lillian_Morris.jpg/revision/latest?cb=20120610044118,NA
Sandra Diaz-Twine,28,Fort Lewis,WA,Pearl Islands,1,7,0,7,39,0,https://vignette.wikia.nocookie.net/survivor/images/a/af/S7_sandra_t.png/revision/latest?cb=20180527001010,Female,Office Assistant,https://vignette.wikia.nocookie.net/survivor/images/0/00/S34_Sandra_Cast_Photo1.jpg/revision/latest?cb=20170208185922,NA
Tina Wesson,42,Knoxville,TN,All-Stars,18,0,NA,0,3,4,https://vignette.wikia.nocookie.net/survivor/images/5/54/S8_tina_t.png/revision/latest?cb=20180527011555,Female,Personal Nurse; Motivational Speaker,https://vignette.wikia.nocookie.net/survivor/images/4/40/S27_Tina_Wesson.jpg/revision/latest?cb=20130821171910,8
Rudy Boesch,75,Virginia Beach,VA,All-Stars,17,1,NA,1,6,3,https://vignette.wikia.nocookie.net/survivor/images/5/50/S8_rudy_t.png/revision/latest?cb=20180527011553,Male,Retired Navy SEAL,https://vignette.wikia.nocookie.net/survivor/images/3/3e/S8_Rudy_Boesch.jpg/revision/latest?cb=20120611063020,8
Jenna Morasca,22,Bridgeville,PA,All-Stars,16,3,NA,3,9,NA,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S8_jennam_t.png/revision/latest?cb=20180527011549,Female,Swimsuit Model,https://vignette.wikia.nocookie.net/survivor/images/5/51/S8_Jenna_Morasca.jpg/revision/latest?cb=20120611063049,8
Rob Cesternino,25,Plainview,NY,All-Stars,15,4,NA,4,12,5,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S8_robc_t.png/revision/latest?cb=20180527011552,Male,Computer Projects Coordinator,https://vignette.wikia.nocookie.net/survivor/images/4/46/S8_Rob_Cesternino.jpg/revision/latest?cb=20120611063143,8
Richard Hatch,42,Middletown,RI,All-Stars,14,5,NA,5,15,6,https://vignette.wikia.nocookie.net/survivor/images/e/eb/S8_richard_t.png/revision/latest?cb=20180527011551,Male,Corporate Trainer,https://vignette.wikia.nocookie.net/survivor/images/d/d1/S8_Richard_Hatch.jpg/revision/latest?cb=20120611063528,8
Susan Hawk,42,Las Vegas,NV,All-Stars,13,6,NA,6,17,0,https://vignette.wikia.nocookie.net/survivor/images/4/44/S8_susan_t.png/revision/latest?cb=20180527011555,Female,Truck Driver,https://vignette.wikia.nocookie.net/survivor/images/9/97/S8_Susan_Hawk.jpg/revision/latest?cb=20120611063543,8
Colby Donaldson,29,Dallas,TX,All-Stars,12,6,NA,6,19,4,https://vignette.wikia.nocookie.net/survivor/images/5/57/S8_colby_t.png/revision/latest?cb=20180527011548,Male,Auto Customizer,https://vignette.wikia.nocookie.net/survivor/images/f/fb/S20_Colby_Donaldson.jpg/revision/latest?cb=20120617041536,8
Ethan Zohn,30,New York City,NY,All-Stars,11,4,NA,4,21,6,https://vignette.wikia.nocookie.net/survivor/images/7/74/S8_ethan_t.png/revision/latest?cb=20180527011548,Male,Professional Soccer Player,https://vignette.wikia.nocookie.net/survivor/images/5/58/S8_Ethan_Zohn.jpg/revision/latest?cb=20120611063707,8
Jerri Manthey,33,Los Angeles,CA,All-Stars,10,4,NA,4,24,7,https://vignette.wikia.nocookie.net/survivor/images/b/bf/S8_jerri_t.png/revision/latest?cb=20180527011550,Female,Aspiring Actress,https://vignette.wikia.nocookie.net/survivor/images/3/31/S20_Jerri_Manthey.jpg/revision/latest?cb=20120617041544,8
Lex van den Berghe,40,Santa Cruz,CA,All-Stars,9,6,0,6,27,7,https://vignette.wikia.nocookie.net/survivor/images/6/6a/S8_lex_t.png/revision/latest?cb=20180527011551,Male,Marketing Manager,https://vignette.wikia.nocookie.net/survivor/images/b/be/S8_Lex_van_den_Berghe.jpg/revision/latest?cb=20120611064118,8
Kathy Vavrick-O'Brien,49,Burlington,VT,All-Stars,8,6,1,7,28,6,https://vignette.wikia.nocookie.net/survivor/images/8/85/S8_kathy_t.png/revision/latest?cb=20180527011550,Female,Real Estate Agent,https://vignette.wikia.nocookie.net/survivor/images/0/0c/S8_Kathy_Vavrick-O%27Brien.jpg/revision/latest?cb=20120611064333,8
Alicia Calaway,35,New York City,NY,All-Stars,7,11,1,12,30,7,https://vignette.wikia.nocookie.net/survivor/images/0/04/S8_alicia_t.png/revision/latest?cb=20180527011546,Female,Personal Trainer,https://vignette.wikia.nocookie.net/survivor/images/4/41/S8_Alicia_Calaway.jpg/revision/latest?cb=20120611064356,8
Shii Ann Huang,29,New York City,NY,All-Stars,6,6,2,8,33,5,https://vignette.wikia.nocookie.net/survivor/images/3/30/S8_shiiann_t.png/revision/latest?cb=20180527011554,Female,Executive Recruiter,https://vignette.wikia.nocookie.net/survivor/images/a/ab/S8_Shii_Ann_Huang.jpg/revision/latest?cb=20120611064424,8
Tom Buchanan,48,Rich Valley,VA,All-Stars,5,10,2,12,36,4,https://vignette.wikia.nocookie.net/survivor/images/9/90/S8_tom_t.png/revision/latest?cb=20180527011556,Male,Goat Farmer,https://vignette.wikia.nocookie.net/survivor/images/7/77/S8_Tom_Buchanan.jpg/revision/latest?cb=20120611065018,8
Rupert Boneham,39,Indianapolis,IN,All-Stars,4,8,2,10,37,4,https://vignette.wikia.nocookie.net/survivor/images/7/77/S8_rupert_t.png/revision/latest?cb=20180527011553,Male,Troubled Teens Mentor,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S27_Rupert_Boneham.jpg/revision/latest?cb=20130821173354,8
Jenna Lewis,26,Burbank,CA,All-Stars,3rd,8,0,8,38,4,https://vignette.wikia.nocookie.net/survivor/images/e/e0/S8_jennal_t.png/revision/latest?cb=20180527011549,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/7/74/S8_Jenna_Lewis.jpg/revision/latest?cb=20120611065049,8
Rob Mariano,27,Canton,MA,All-Stars,2,10,5,15,39,1,https://vignette.wikia.nocookie.net/survivor/images/7/71/S8_robm_t.png/revision/latest?cb=20180527011552,Male,"Construction Worker
Aspiring poker player",https://vignette.wikia.nocookie.net/survivor/images/8/8a/S22_Rob_Mariano.jpg/revision/latest?cb=20120617044212,8
Amber Brkich,25,Beaver,PA,All-Stars,1,10,2,12,39,6,https://vignette.wikia.nocookie.net/survivor/images/e/e1/S8_amber_t.png/revision/latest?cb=20180527011547,Female,Administrative Assistant,https://vignette.wikia.nocookie.net/survivor/images/0/02/S8_Amber_Brkich.jpg/revision/latest?cb=20120611065301,8
Brook Geraghty,27,Winthrop,MA,Vanuatu,18,0,NA,0,3,5,https://vignette.wikia.nocookie.net/survivor/images/b/bb/S9_brook_t.png/revision/latest?cb=20180527121415,Male,Document Manager,https://vignette.wikia.nocookie.net/survivor/images/3/3c/S9_Brook_Geraghty.jpg/revision/latest?cb=20120611065559,9
Dolly Neely,25,Mercer,PA,Vanuatu,17,2,NA,2,6,5,https://vignette.wikia.nocookie.net/survivor/images/5/5a/S9_dolly_t.png/revision/latest?cb=20180527121417,Female,Sheep Farmer,https://vignette.wikia.nocookie.net/survivor/images/6/61/S9_Dolly_Neely.jpg/revision/latest?cb=20120611065613,9
John Palyok,31,Los Angeles,CA,Vanuatu,16,2,0,2,7,5,https://vignette.wikia.nocookie.net/survivor/images/8/85/S9_johnp_t.png/revision/latest?cb=20180527121418,Male,Sales Manager,https://vignette.wikia.nocookie.net/survivor/images/7/70/S9_John_Palyok.jpg/revision/latest?cb=20120611065809,9
Mia Galeotalanza,29,Boston,MA,Vanuatu,15,2,NA,2,7,5,https://vignette.wikia.nocookie.net/survivor/images/1/1d/S9_mia_t.png/revision/latest?cb=20180527121421,Female,Bookkeeper,https://vignette.wikia.nocookie.net/survivor/images/d/d6/S9_Mia_Galeotalanza.jpg/revision/latest?cb=20120611065823,9
Brady Finta,33,Huntington Beach,CA,Vanuatu,14,2,0,2,10,6,https://vignette.wikia.nocookie.net/survivor/images/c/c5/S9_brady_t.png/revision/latest?cb=20180527121415,Male,FBI Agent,https://vignette.wikia.nocookie.net/survivor/images/b/b5/S9_Brady_Finta.jpg/revision/latest?cb=20120611070014,9
Travis Sampson,33,Johnson City,TN,Vanuatu,13,2,0,2,12,6,https://vignette.wikia.nocookie.net/survivor/images/d/df/S9_travis_t.png/revision/latest?cb=20180527121423,Male,Security Officer,https://vignette.wikia.nocookie.net/survivor/images/0/07/S9_Travis_Sampson.jpg/revision/latest?cb=20120611070216,9
Lisa Keiffer,44,Mandeville,LA,Vanuatu,12,4,NA,4,15,4,https://vignette.wikia.nocookie.net/survivor/images/c/c3/S9_lisa_t.png/revision/latest?cb=20180527121421,Female,Real Estate Agent,https://vignette.wikia.nocookie.net/survivor/images/d/df/S9_Lisa_Keiffer.jpg/revision/latest?cb=20120611070247,9
John Kenney,22,Los Angeles,CA,Vanuatu,11,6,1,7,18,5,https://vignette.wikia.nocookie.net/survivor/images/e/e0/S9_johnk_t.png/revision/latest?cb=20180527121418,Male,Mechanical Bull Operator,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S9_John_Kenney.jpg/revision/latest?cb=20120611070327,9
Rory Freeman,35,Des Moines,IA,Vanuatu,10,4,0,4,21,14,https://vignette.wikia.nocookie.net/survivor/images/0/0f/S9_rory_t.png/revision/latest?cb=20180527121422,Male,Housing Case Manager,https://vignette.wikia.nocookie.net/survivor/images/0/0e/S9_Rory_Freeman.jpg/revision/latest?cb=20120611070637,9
Lea Masters,40,Columbia,SC,Vanuatu,9,7,1,8,24,7,https://vignette.wikia.nocookie.net/survivor/images/6/62/S9_lea_t.png/revision/latest?cb=20180527121420,Male,Drill Sergeant,https://vignette.wikia.nocookie.net/survivor/images/5/50/S9_Lea_Masters.jpg/revision/latest?cb=20120611070650,9
Chad Crittenden,34,Oakland,CA,Vanuatu,8,7,1,8,27,7,https://vignette.wikia.nocookie.net/survivor/images/5/57/S9_chad_t.png/revision/latest?cb=20180527121416,Male,Teacher,https://vignette.wikia.nocookie.net/survivor/images/b/b0/S9_Chad_Crittenden.jpg/revision/latest?cb=20120611070702,9
Leann Slaby,35,Kansasville,WI,Vanuatu,7,6,1,7,30,8,https://vignette.wikia.nocookie.net/survivor/images/1/1d/S9_leann_t.png/revision/latest?cb=20180527121420,Female,Equity Research Assistant,https://vignette.wikia.nocookie.net/survivor/images/a/a3/S9_Leann_Slaby.jpg/revision/latest?cb=20120611070714,9
Ami Cusack,31,Lakewood,CO,Vanuatu,6,6,4,10,33,8,https://vignette.wikia.nocookie.net/survivor/images/b/ba/S9_ami_t.png/revision/latest?cb=20180527121414,Female,"Coffee Barista;
Nanny",https://vignette.wikia.nocookie.net/survivor/images/5/52/S16_Ami_Cusack.jpg/revision/latest?cb=20120616071128,9
Julie Berry,23,Gorham,ME,Vanuatu,5,9,1,10,36,4,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S9_julie_t.png/revision/latest?cb=20180527121419,Female,Youth Mentor,https://vignette.wikia.nocookie.net/survivor/images/5/57/S9_Julie_Berry.jpg/revision/latest?cb=20120611071001,9
Eliza Orlins,21,Syracuse,NY,Vanuatu,4,6,4,10,37,9,https://vignette.wikia.nocookie.net/survivor/images/0/09/S9_eliza_t.png/revision/latest?cb=20180527121417,Female,"Pre-Law Student;
Law School Student",https://vignette.wikia.nocookie.net/survivor/images/0/0c/S16_Eliza_Orlins.jpg/revision/latest?cb=20120616071440,9
Scout Cloud Lee,59,Stillwater,OK,Vanuatu,3rd,6,0,6,38,3,https://vignette.wikia.nocookie.net/survivor/images/d/d7/S9_scout_t.png/revision/latest?cb=20180527121422,Female,Rancher,https://vignette.wikia.nocookie.net/survivor/images/a/ad/S9_Scout_Cloud_Lee.jpg/revision/latest?cb=20120611071033,9
Twila Tanner,41,Marshall,MO,Vanuatu,2,9,1,10,39,6,https://vignette.wikia.nocookie.net/survivor/images/3/3f/S9_twila_t.png/revision/latest?cb=20180527121423,Female,Highway Repair Worker,https://vignette.wikia.nocookie.net/survivor/images/9/9f/S9_Twila_Tanner.jpg/revision/latest?cb=20120611071148,9
Chris Daugherty,33,South Vienna,OH,Vanuatu,1,7,5,12,39,3,https://vignette.wikia.nocookie.net/survivor/images/c/c1/S9_chris_t.png/revision/latest?cb=20180527121416,Male,Highway Construction Worker,https://vignette.wikia.nocookie.net/survivor/images/4/44/S9_Chris_Daugherty.jpg/revision/latest?cb=20120611071206,9
Jonathan Libby,23,Dallas,TX,Palau,20,NA,0,0,2,NA,https://vignette.wikia.nocookie.net/survivor/images/e/ea/S10_jonathan_t.png/revision/latest?cb=20180527130820,Male,Sales & Marketing Associate,https://vignette.wikia.nocookie.net/survivor/images/2/23/S10_Jonathan_Libby.jpg/revision/latest?cb=20120615050636,10
Wanda Shirk,55,Ulysses,PA,Palau,19,NA,0,0,2,NA,https://vignette.wikia.nocookie.net/survivor/images/1/1f/S10_wanda_t.png/revision/latest?cb=20180527130822,Female,English Teacher,https://vignette.wikia.nocookie.net/survivor/images/1/1d/S10_Wanda_Shirk.jpg/revision/latest?cb=20120615051423,10
