contestant,age,city,state_abbr,season,finish,tribalChallengeWins,individualChallengeWins,totalWins,daysLasted,votesAgainst,iconPictureURL,gender,occupation,fullPictureURL,season_number
Natalie White,26,Van Buren,AR,Samoa,1,2,1,3,39,8,https://vignette.wikia.nocookie.net/survivor/images/0/01/S19_natalie_t.png/revision/latest?cb=20180528164434,Female,Pharmaceutical Sales,https://vignette.wikia.nocookie.net/survivor/images/8/8d/S19_Natalie_White.jpg/revision/latest?cb=20120617040132,19
Sugar Kiper,30,Los Angeles,CA,Heroes vs. Villains,20,1,NA,1,3,9,https://vignette.wikia.nocookie.net/survivor/images/4/4a/S20_sugar_t.png/revision/latest?cb=20180528184813,Female,Pin-Up Model,https://vignette.wikia.nocookie.net/survivor/images/5/5f/S20_Sugar_Kiper.jpg/revision/latest?cb=20120617040456,20
Stephenie LaGrossa,29,Philadelphia,PA,Heroes vs. Villains,19,1,NA,1,6,6,https://vignette.wikia.nocookie.net/survivor/images/9/9c/S20_stephenie_t.png/revision/latest?cb=20180528184813,Female,Pharmaceutical Sales Respresentative,https://vignette.wikia.nocookie.net/survivor/images/e/e1/S20_Stephenie_LaGrossa.jpg/revision/latest?cb=20120617040515,20
Randy Bailey,50,Austin,TX,Heroes vs. Villains,18,2,NA,2,8,9,https://vignette.wikia.nocookie.net/survivor/images/b/b4/S20_randy_t.png/revision/latest?cb=20180528184810,Male,Wedding Videographer,https://vignette.wikia.nocookie.net/survivor/images/b/b5/S20_Randy_Bailey.jpg/revision/latest?cb=20180528182824,20
Cirie Fields,39,Norwalk,CT,Heroes vs. Villains,17,2,NA,2,11,3,https://vignette.wikia.nocookie.net/survivor/images/b/bd/S20_cirie_t.png/revision/latest?cb=20180528184805,Female,Nurse,https://vignette.wikia.nocookie.net/survivor/images/0/00/S34_Cirie_Cast_Photo1.jpg/revision/latest?cb=20170209012632,20
Tom Westman,45,New York City,NY,Heroes vs. Villains,16,2,NA,2,14,8,https://vignette.wikia.nocookie.net/survivor/images/5/51/S20_tom_t.png/revision/latest?cb=20180528184814,Male,"NYC Firefighter;
Motivational Speaker",https://vignette.wikia.nocookie.net/survivor/images/d/d1/S20_Tom_Westman.jpg/revision/latest?cb=20180528183121,20
Tyson Apostol,30,Lindon,UT,Heroes vs. Villains,15,7,0,7,15,3,https://vignette.wikia.nocookie.net/survivor/images/c/ca/S20_tyson_t.png/revision/latest?cb=20180528184814,Male,"Former Professional Cyclist/Missionary
Shop Manager",https://vignette.wikia.nocookie.net/survivor/images/c/c4/S27_Tyson_Apostol.jpg/revision/latest?cb=20130821173801,20
James Clement,32,Lafayette,LA,Heroes vs. Villains,14,2,0,2,15,7,https://vignette.wikia.nocookie.net/survivor/images/4/40/S20_james_t.png/revision/latest?cb=20180528184808,Male,Gravedigger,https://vignette.wikia.nocookie.net/survivor/images/7/7c/S20_James_Clement.jpg/revision/latest?cb=20120617040902,20
Rob Mariano,33,Pensacola,FL,Heroes vs. Villains,13,7,1,8,18,5,https://vignette.wikia.nocookie.net/survivor/images/b/bb/S20_rob_t.png/revision/latest?cb=20180528184810,Male,"Construction Worker
Aspiring poker player",https://vignette.wikia.nocookie.net/survivor/images/8/8a/S22_Rob_Mariano.jpg/revision/latest?cb=20120617044212,20
Coach Wade,38,Susanville,CA,Heroes vs. Villains,12,7,0,7,21,4,https://vignette.wikia.nocookie.net/survivor/images/d/df/S20_coach_t.png/revision/latest?cb=20180528184805,Male,Soccer Coach/Musician,https://vignette.wikia.nocookie.net/survivor/images/2/26/S23_Coach_Wade.jpg/revision/latest?cb=20120617045445,20
Courtney Yates,28,New York City,NY,Heroes vs. Villains,11,8,0,8,24,9,https://vignette.wikia.nocookie.net/survivor/images/d/d8/S20_courtney_t.png/revision/latest?cb=20180528184807,Female,Waitress,https://vignette.wikia.nocookie.net/survivor/images/0/0b/S20_Courtney_Yates.jpg/revision/latest?cb=20120617041017,20
J.T. Thomas,25,Mobile,AL,Heroes vs. Villains,10,7,0,7,27,5,https://vignette.wikia.nocookie.net/survivor/images/c/c0/S20_jt_t.png/revision/latest?cb=20180528184809,Male,Cattle Rancher,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S34_JT_Cast_Photo1.jpg/revision/latest?cb=20170208232827,20
Amanda Kimmel,25,Los Angeles,CA,Heroes vs. Villains,9,7,1,8,30,10,https://vignette.wikia.nocookie.net/survivor/images/2/22/S20_amanda_t.png/revision/latest?cb=20180528184803,Female,"Hiking Guide;
Aspiring Designer",https://vignette.wikia.nocookie.net/survivor/images/a/a8/S20_Amanda_Kimmel.jpg/revision/latest?cb=20120617041237,20
Candice Woodcock,26,Washington,D.C.,Heroes vs. Villains,8,7,1,8,31,5,https://vignette.wikia.nocookie.net/survivor/images/d/de/S20_candice_t.png/revision/latest?cb=20180528184804,Female,"Pre-Med Student;
Physician/Anesthesiology Resident",https://vignette.wikia.nocookie.net/survivor/images/4/43/S27_Candice_Cody.jpg/revision/latest?cb=20130821172901,20
Danielle DiLorenzo,28,Los Angeles,CA,Heroes vs. Villains,7,8,2,10,33,4,https://vignette.wikia.nocookie.net/survivor/images/7/73/S20_danielle_t.png/revision/latest?cb=20180528184807,Female,Medical Sales Rep.,https://vignette.wikia.nocookie.net/survivor/images/0/0a/S20_Danielle_DiLorenzo.jpg/revision/latest?cb=20120617041306,20
Rupert Boneham,45,Indianapolis,IN,Heroes vs. Villains,6,7,0,7,36,10,https://vignette.wikia.nocookie.net/survivor/images/5/5c/S20_rupert_t.png/revision/latest?cb=20180528184811,Male,Troubled Teens Mentor,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S27_Rupert_Boneham.jpg/revision/latest?cb=20130821173354,20
Colby Donaldson,35,Dallas,TX,Heroes vs. Villains,5,7,1,8,37,7,https://vignette.wikia.nocookie.net/survivor/images/1/17/S20_colby_t.png/revision/latest?cb=20180528184806,Male,Auto Customizer,https://vignette.wikia.nocookie.net/survivor/images/f/fb/S20_Colby_Donaldson.jpg/revision/latest?cb=20120617041536,20
Jerri Manthey,38,Los Angeles,CA,Heroes vs. Villains,4,8,2,10,38,9,https://vignette.wikia.nocookie.net/survivor/images/d/d9/S20_jerri_t.png/revision/latest?cb=20180528184808,Female,Aspiring Actress,https://vignette.wikia.nocookie.net/survivor/images/3/31/S20_Jerri_Manthey.jpg/revision/latest?cb=20120617041544,20
Russell Hantz,36,Dayton,TX,Heroes vs. Villains,3,8,2,10,39,5,https://vignette.wikia.nocookie.net/survivor/images/2/27/S20_russell_t.png/revision/latest?cb=20180528184812,Male,Oil Company Owner,https://vignette.wikia.nocookie.net/survivor/images/e/e3/AUS5_Russell_Hantz.jpg/revision/latest?cb=20180730073732,20
Parvati Shallow,26,Los Angeles,CA,Heroes vs. Villains,2,8,3,11,39,8,https://vignette.wikia.nocookie.net/survivor/images/e/e6/S20_parvati_t.png/revision/latest?cb=20180528184809,Female,"Boxer;
Charity Organizer",https://vignette.wikia.nocookie.net/survivor/images/2/27/S20_Parvati_Shallow.jpg/revision/latest?cb=20120617041613,20
Sandra Diaz-Twine,35,Fayatteville,NC,Heroes vs. Villains,1,8,0,8,39,3,https://vignette.wikia.nocookie.net/survivor/images/f/fe/S20_sandra_t.png/revision/latest?cb=20180528184812,Female,Office Assistant,https://vignette.wikia.nocookie.net/survivor/images/0/00/S34_Sandra_Cast_Photo1.jpg/revision/latest?cb=20170208185922,20
Wendy DeSmidt-Kohlhoff,48,Fromberg,MT,Nicaragua,20,0,NA,0,3,9,https://vignette.wikia.nocookie.net/survivor/images/5/5c/S21_wendy_t.png/revision/latest?cb=20180529121637,Female,Goat Rancher,https://vignette.wikia.nocookie.net/survivor/images/7/75/S21_Wendy_DeSmidt-Kohlhoff.jpg/revision/latest?cb=20120617042009,21
Shannon Elkins,30,Lafayette,LA,Nicaragua,19,2,NA,2,6,7,https://vignette.wikia.nocookie.net/survivor/images/5/50/S21_shannon_t.png/revision/latest?cb=20180529121636,Male,Pest Control Company Owner,https://vignette.wikia.nocookie.net/survivor/images/2/20/S21_Shannon_Elkins.jpg/revision/latest?cb=20120617042027,21
Jimmy Johnson,67,Islamorada,FL,Nicaragua,18,1,NA,1,8,8,https://vignette.wikia.nocookie.net/survivor/images/9/90/S21_jimmyj_t.png/revision/latest?cb=20180529121632,Male,Former NFL Coach,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S21_Jimmy_Johnson.jpg/revision/latest?cb=20120617042036,21
Jimmy Tarantino,48,Gloucester,MA,Nicaragua,17,1,NA,1,11,5,https://vignette.wikia.nocookie.net/survivor/images/c/c3/S21_jimmyt_t.png/revision/latest?cb=20180529121633,Male,Commercial Fisherman,https://vignette.wikia.nocookie.net/survivor/images/3/31/S21_Jimmy_Tarantino.jpg/revision/latest?cb=20120617042045,21
Tyrone Davis,42,Inglewood,CA,Nicaragua,16,2,NA,2,14,6,https://vignette.wikia.nocookie.net/survivor/images/3/3e/S21_tyrone_t.png/revision/latest?cb=20180529121637,Male,Fire Captain,https://vignette.wikia.nocookie.net/survivor/images/9/93/S21_Tyrone_Davis.jpg/revision/latest?cb=20120617042054,21
Kelly Bruno,26,Durham,NC,Nicaragua,15,6,0,6,15,8,https://vignette.wikia.nocookie.net/survivor/images/4/4a/S21_kellyb_t.png/revision/latest?cb=20180529121633,Female,Medical Student,https://vignette.wikia.nocookie.net/survivor/images/5/50/S21_Kelly_Bruno.jpg/revision/latest?cb=20120617042224,21
Yve Rojas,41,Kansas City,MO,Nicaragua,14,2,0,2,15,7,https://vignette.wikia.nocookie.net/survivor/images/1/11/S21_yve_t.png/revision/latest?cb=20180529121638,Female,Homemaker,https://vignette.wikia.nocookie.net/survivor/images/a/a6/S21_Yve_Rojas.jpg/revision/latest?cb=20120617042233,21
Jill Behm,43,Erie,PA,Nicaragua,13,3,1,4,18,3,https://vignette.wikia.nocookie.net/survivor/images/f/fc/S21_jill_t.png/revision/latest?cb=20180529121632,Female,ER Doctor,https://vignette.wikia.nocookie.net/survivor/images/1/1f/S21_Jill_Behm.jpg/revision/latest?cb=20120617042242,21
Alina Wilson,23,Downey,CA,Nicaragua,12,7,0,7,22,10,https://vignette.wikia.nocookie.net/survivor/images/4/41/S21_alina_t.png/revision/latest?cb=20180529121627,Female,Art Student,https://vignette.wikia.nocookie.net/survivor/images/7/76/S21_Alina_Wilson.jpg/revision/latest?cb=20120617042251,21
Marty Piombo,48,Mill Valley,CA,Nicaragua,11,3,1,4,24,15,https://vignette.wikia.nocookie.net/survivor/images/3/37/S21_marty_t.png/revision/latest?cb=20180529121634,Male,Technology Executive,https://vignette.wikia.nocookie.net/survivor/images/b/b5/S21_Marty_Piombo.jpg/revision/latest?cb=20120617042344,21
Brenda Lowe,27,Miami,FL,Nicaragua,10,6,1,7,27,13,https://vignette.wikia.nocookie.net/survivor/images/c/c9/S21_brenda_t.png/revision/latest?cb=20180529121628,Female,Paddleboard Company Owner,https://vignette.wikia.nocookie.net/survivor/images/e/ea/S26_Brenda_Lowe.jpg/revision/latest?cb=20130111144511,21
NaOnka Mixon,27,Los Angeles,CA,Nicaragua,9,7,2,9,28,3,https://vignette.wikia.nocookie.net/survivor/images/3/35/S21_naonka_t.png/revision/latest?cb=20180529121635,Female,PE Teacher,https://vignette.wikia.nocookie.net/survivor/images/e/e2/S21_NaOnka_Mixon.jpg/revision/latest?cb=20120617042613,21
Kelly Shinn,20,Mesa,AZ,Nicaragua,8,6,1,7,28,0,https://vignette.wikia.nocookie.net/survivor/images/e/e7/S21_kellys_t.png/revision/latest?cb=20180529121634,Female,Nursing Student,https://vignette.wikia.nocookie.net/survivor/images/d/dc/S21_Kelly_Shinn.jpg/revision/latest?cb=20120617042622,21
Benry Henry,24,Los Angeles,CA,Nicaragua,7,7,2,9,32,5,https://vignette.wikia.nocookie.net/survivor/images/a/a5/S21_benry_t.png/revision/latest?cb=20180529121628,Male,Club Promoter,https://vignette.wikia.nocookie.net/survivor/images/8/80/S21_Benry_Henry.jpg/revision/latest?cb=20120617042632,21
Jane Bright,56,Jackson Springs,NC,Nicaragua,6,3,3,6,36,11,https://vignette.wikia.nocookie.net/survivor/images/a/ae/S21_jane_t.png/revision/latest?cb=20180529121631,Female,Dog Trainer,https://vignette.wikia.nocookie.net/survivor/images/e/e6/S21_Jane_Bright.jpg/revision/latest?cb=20120617042654,21
Dan Lembo,63,Watermill,NY,Nicaragua,5,4,2,6,37,9,https://vignette.wikia.nocookie.net/survivor/images/2/26/S21_dan_t.png/revision/latest?cb=20180529121629,Male,Real Estate Executive,https://vignette.wikia.nocookie.net/survivor/images/a/ac/S21_Dan_Lembo.jpg/revision/latest?cb=20120617042855,21
Holly Hoffman,44,Eureka,SD,Nicaragua,4,4,2,6,38,4,https://vignette.wikia.nocookie.net/survivor/images/a/ab/S21_holly_t.png/revision/latest?cb=20180529121630,Female,Swim Coach,https://vignette.wikia.nocookie.net/survivor/images/9/91/S21_Holly_Hoffman.jpg/revision/latest?cb=20120617042904,21
Sash Lenahan,30,New York City,NY,Nicaragua,3,6,2,8,39,2,https://vignette.wikia.nocookie.net/survivor/images/5/56/S21_sash_t.png/revision/latest?cb=20180529121635,Male,Real Estate Broker,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S21_Sash_Lenahan.jpg/revision/latest?cb=20120617042918,21
Chase Rice,24,Fairview,NC,Nicaragua,2,7,4,11,39,1,https://vignette.wikia.nocookie.net/survivor/images/d/dd/S21_chase_t.png/revision/latest?cb=20180529121629,Male,Pro Racecar Jackman,https://vignette.wikia.nocookie.net/survivor/images/1/14/S21_Chase_Rice.jpg/revision/latest?cb=20120617042927,21
Fabio Birza,21,Venice,CA,Nicaragua,1,6,6,12,39,2,https://vignette.wikia.nocookie.net/survivor/images/9/90/S21_fabio_t.png/revision/latest?cb=20180529121630,Male,Student,https://vignette.wikia.nocookie.net/survivor/images/2/2d/S21_Fabio_Birza.jpg/revision/latest?cb=20120617042942,21
Francesca Hogi,36,Washington,D.C.,Redemption Island,18,0,0,0,6,4,https://vignette.wikia.nocookie.net/survivor/images/a/a2/S22_francesca_t.png/revision/latest?cb=20180529130549,Female,Attorney,https://vignette.wikia.nocookie.net/survivor/images/8/8f/S26_Francesca_Hogi.jpg/revision/latest?cb=20130111144511,22
Russell Hantz,37,Dayton,TX,Redemption Island,17,2,0,2,10,8,https://vignette.wikia.nocookie.net/survivor/images/2/2a/S22_russell_t.png/revision/latest?cb=20180529130556,Male,Oil Company Owner,https://vignette.wikia.nocookie.net/survivor/images/e/e3/AUS5_Russell_Hantz.jpg/revision/latest?cb=20180730073732,22
Kristina Kell,46,Malibu,CA,Redemption Island,16,1,0,1,12,9,https://vignette.wikia.nocookie.net/survivor/images/5/5a/S22_kristina_t.png/revision/latest?cb=20180529130552,Female,Law Student,https://vignette.wikia.nocookie.net/survivor/images/b/b4/S22_Kristina_Kell.jpg/revision/latest?cb=20120617043352,22
Krista Klumpp,25,Columbia,SC,Redemption Island,15,3,0,3,14,6,https://vignette.wikia.nocookie.net/survivor/images/f/f0/S22_krista_t.png/revision/latest?cb=20180529130551,Female,Pharmaceutical Representative,https://vignette.wikia.nocookie.net/survivor/images/4/44/S22_Krista_Klumpp.jpg/revision/latest?cb=20120617043407,22
Stephanie Valencia,26,Long Beach,CA,Redemption Island,14,3,0,3,17,8,https://vignette.wikia.nocookie.net/survivor/images/5/52/S22_stephanie_t.png/revision/latest?cb=20180529130557,Female,Waitress,https://vignette.wikia.nocookie.net/survivor/images/c/c8/S22_Stephanie_Valencia.jpg/revision/latest?cb=20120617043422,22
Sarita White,36,Santa Monica,CA,Redemption Island,13,3,0,3,19,6,https://vignette.wikia.nocookie.net/survivor/images/0/05/S22_sarita_t.png/revision/latest?cb=20180529130557,Female,Visual Effects Producer,https://vignette.wikia.nocookie.net/survivor/images/9/96/S22_Sarita_White.jpg/revision/latest?cb=20120617043631,22
David Murphy,31,West Hollywood,CA,Redemption Island,12,3,0,3,25,8,https://vignette.wikia.nocookie.net/survivor/images/5/52/S22_david_t.png/revision/latest?cb=20180529130549,Male,Defense Attorney,https://vignette.wikia.nocookie.net/survivor/images/0/04/S22_David_Murphy.jpg/revision/latest?cb=20120617043646,22
Julie Wolfe,50,Oceanside,CA,Redemption Island,11,3,0,3,28,6,https://vignette.wikia.nocookie.net/survivor/images/3/3f/S22_julie_t.png/revision/latest?cb=20180529130550,Female,Firefighter,https://vignette.wikia.nocookie.net/survivor/images/9/9b/S22_Julie_Wolfe.jpg/revision/latest?cb=20120617043706,22
Steve Wright,51,Huntington Beach,CA,Redemption Island,10,3,0,3,31,9,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S22_steve_t.png/revision/latest?cb=20180529130558,Male,Ex-NFL Player,https://vignette.wikia.nocookie.net/survivor/images/c/ce/S22_Steve_Wright.jpg/revision/latest?cb=20120617043716,22
Ralph Kiser,45,Lebanon,VA,Redemption Island,9,3,1,4,33,10,https://vignette.wikia.nocookie.net/survivor/images/e/eb/S22_ralph_t.png/revision/latest?cb=20180529130555,Male,Farmer,https://vignette.wikia.nocookie.net/survivor/images/4/45/S22_Ralph_Kiser.jpg/revision/latest?cb=20120617043730,22
Grant Mattos,29,West Hollywood,CA,Redemption Island,8,4,2,6,36,10,https://vignette.wikia.nocookie.net/survivor/images/8/81/S22_grant_t.png/revision/latest?cb=20180529130550,Male,Ex-NFL Player,https://vignette.wikia.nocookie.net/survivor/images/c/c7/S22_Grant_Mattos.jpg/revision/latest?cb=20120617043906,22
Matt Elrod,22,Nashville,TN,Redemption Island,7,0,10,10,36,10,https://vignette.wikia.nocookie.net/survivor/images/d/d0/S22_matt_t.png/revision/latest?cb=20180529130553,Male,Pre-Med Student,https://vignette.wikia.nocookie.net/survivor/images/c/c7/S22_Matthew_Elrod.jpg/revision/latest?cb=20120617043923,22
Mike Chiesl,31,Del Mar,CA,Redemption Island,6,3,4,7,36,6,https://vignette.wikia.nocookie.net/survivor/images/b/bb/S22_mike_t.png/revision/latest?cb=20180529130553,Male,Iraq War Veteran,https://vignette.wikia.nocookie.net/survivor/images/b/bc/S22_Mike_Chiesl.jpg/revision/latest?cb=20120617043938,22
Andrea Boehlke,21,Random Lake,WI,Redemption Island,5,4,3,7,37,9,https://vignette.wikia.nocookie.net/survivor/images/5/57/S22_andrea_t.png/revision/latest?cb=20180529130547,Female,"Student;
Entertainment Host/Writer",https://vignette.wikia.nocookie.net/survivor/images/8/8b/S34_Andrea_Cast_Photo1.jpg/revision/latest?cb=20170208225318,22
Ashley Underwood,25,Benton,ME,Redemption Island,4,4,2,6,38,3,https://vignette.wikia.nocookie.net/survivor/images/d/dc/S22_ashley_t.png/revision/latest?cb=20180529130548,Female,Nurse,https://vignette.wikia.nocookie.net/survivor/images/5/5c/S22_Ashley_Underwood.jpg/revision/latest?cb=20120617044130,22
Natalie Tenerelli,19,Acton,CA,Redemption Island,3,4,1,5,39,1,https://vignette.wikia.nocookie.net/survivor/images/7/7e/S22_natalie_t.png/revision/latest?cb=20180529130554,Female,Professional Dancer,https://vignette.wikia.nocookie.net/survivor/images/9/94/S22_Natalie_Tenerelli.jpg/revision/latest?cb=20120617044143,22
Phillip Sheppard,52,Santa Monica,CA,Redemption Island,2,4,0,4,39,17,https://vignette.wikia.nocookie.net/survivor/images/a/af/S22_phillip_t.png/revision/latest?cb=20180529130554,Male,"Technology Executive
Software Sales",https://vignette.wikia.nocookie.net/survivor/images/0/02/S26_Phillip_Sheppard.jpg/revision/latest?cb=20130111144512,22
Rob Mariano,34,Pensacola,FL,Redemption Island,1,4,4,8,39,7,https://vignette.wikia.nocookie.net/survivor/images/d/dc/S22_rob_t.png/revision/latest?cb=20180529130556,Male,"Construction Worker
Aspiring poker player",https://vignette.wikia.nocookie.net/survivor/images/8/8a/S22_Rob_Mariano.jpg/revision/latest?cb=20120617044212,22
Semhar Tadesse,24,Los Angeles,CA,South Pacific,18,1,0,1,6,8,https://vignette.wikia.nocookie.net/survivor/images/6/6e/S23_semhar_t.png/revision/latest?cb=20180529140607,Female,Spoken Word Artist,https://vignette.wikia.nocookie.net/survivor/images/2/20/S23_Semhar_Tadesse.jpg/revision/latest?cb=20120617044642,23
Mark Caruso,48,Forest Hills,NY,South Pacific,17,2,0,2,9,6,https://vignette.wikia.nocookie.net/survivor/images/0/01/S23_mark_t.png/revision/latest?cb=20180529140605,Male,Retired NYPD Detective,https://vignette.wikia.nocookie.net/survivor/images/d/d2/S23_Mark_Caruso.jpg/revision/latest?cb=20120617044652,23
Stacey Powell,44,Grand Prairie,TX,South Pacific,16,2,0,2,12,10,https://vignette.wikia.nocookie.net/survivor/images/a/aa/S23_stacey_t.png/revision/latest?cb=20180529140608,Female,Mortician,https://vignette.wikia.nocookie.net/survivor/images/1/1d/S23_Stacey_Powell.jpg/revision/latest?cb=20120617044707,23
Elyse Umemoto,27,Las Vegas,NV,South Pacific,15,3,0,3,15,3,https://vignette.wikia.nocookie.net/survivor/images/8/8d/S23_elyse_t.png/revision/latest?cb=20180529140603,Female,Dance Team Manager,https://vignette.wikia.nocookie.net/survivor/images/3/34/S23_Elyse_Umemoto.jpg/revision/latest?cb=20120617044716,23
Mikayla Wingle,22,Tampa,FL,South Pacific,14,3,0,3,17,4,https://vignette.wikia.nocookie.net/survivor/images/3/30/S23_mikayla_t.png/revision/latest?cb=20180529140605,Female,Lingerie Football Player,https://vignette.wikia.nocookie.net/survivor/images/9/95/S23_Mikayla_Wingle.jpg/revision/latest?cb=20120617044726,23
Christine Shields Markoski,39,Merrick,NY,South Pacific,13,1,5,6,19,4,https://vignette.wikia.nocookie.net/survivor/images/3/3f/S23_christine_t.png/revision/latest?cb=20180529140600,Female,Teacher,https://vignette.wikia.nocookie.net/survivor/images/0/08/S23_Christine_Shields_Markoski.jpg/revision/latest?cb=20120617044922,23
Jim Rice,35,Denver,CO,South Pacific,12,4,1,5,25,8,https://vignette.wikia.nocookie.net/survivor/images/4/42/S23_jim_t.png/revision/latest?cb=20180529140603,Male,Medical Marijuana Dispenser,https://vignette.wikia.nocookie.net/survivor/images/1/11/S23_Jim_Rice.jpg/revision/latest?cb=20120617044943,23
Keith Tollefson,26,Edina,MN,South Pacific,11,4,0,4,25,12,https://vignette.wikia.nocookie.net/survivor/images/0/07/S23_keith_t.png/revision/latest?cb=20180529140604,Male,Water Treatment Tech,https://vignette.wikia.nocookie.net/survivor/images/e/e9/S23_Keith_Tollefson.jpg/revision/latest?cb=20120617044957,23
Dawn Meehan,41,South Jordan,UT,South Pacific,10,4,1,5,28,9,https://vignette.wikia.nocookie.net/survivor/images/c/c1/S23_dawn_t.png/revision/latest?cb=20180529140602,Female,English Professor,https://vignette.wikia.nocookie.net/survivor/images/3/38/S26_Dawn_Meehan.jpg/revision/latest?cb=20130111144511,23
Whitney Duncan,27,Nashville,TN,South Pacific,9,4,1,5,28,7,https://vignette.wikia.nocookie.net/survivor/images/f/f3/S23_whitney_t.png/revision/latest?cb=20180529140608,Female,Country Music Singer,https://vignette.wikia.nocookie.net/survivor/images/3/3d/S23_Whitney_Duncan.jpg/revision/latest?cb=20120617045016,23
John Cochran,24,Washington,D.C.,South Pacific,8,4,0,4,31,13,https://vignette.wikia.nocookie.net/survivor/images/8/8a/S23_cochran_t.png/revision/latest?cb=20180529140601,Male,Harvard Law Student,https://vignette.wikia.nocookie.net/survivor/images/a/a0/S26_John_Cochran.jpg/revision/latest?cb=20130111144512,23
Edna Ma,35,Los Angeles,CA,South Pacific,7,4,0,4,33,15,https://vignette.wikia.nocookie.net/survivor/images/6/6f/S23_edna_t.png/revision/latest?cb=20180529140602,Female,Anesthesiologist,https://vignette.wikia.nocookie.net/survivor/images/f/fe/S23_Edna_Ma.jpg/revision/latest?cb=20120617045203,23
Brandon Hantz,19,Katy,TX,South Pacific,6,4,1,5,36,4,https://vignette.wikia.nocookie.net/survivor/images/8/83/S23_brandon_t.png/revision/latest?cb=20180529140559,Male,"Oil Tanker Crewman
Chemical Disposal",https://vignette.wikia.nocookie.net/survivor/images/c/c6/S26_Brandon_Hantz.jpg/revision/latest?cb=20130111144510,23
Rick Nelson,51,Aurora,UT,South Pacific,5,4,0,4,37,15,https://vignette.wikia.nocookie.net/survivor/images/4/43/S23_rick_t.png/revision/latest?cb=20180529140606,Male,Rancher,https://vignette.wikia.nocookie.net/survivor/images/2/2c/S23_Rick_Nelson.jpg/revision/latest?cb=20120617045241,23
Ozzy Lusth,30,Venice,CA,South Pacific,4,4,8,12,38,17,https://vignette.wikia.nocookie.net/survivor/images/f/f7/S23_ozzy_t.png/revision/latest?cb=20180529140606,Male,"Waiter;
Photographer",https://vignette.wikia.nocookie.net/survivor/images/e/eb/S34_Ozzy_Cast_Photo1.jpg/revision/latest?cb=20170209005619,23
Albert Destrade,26,Plantation,FL,South Pacific,3,4,1,5,39,1,https://vignette.wikia.nocookie.net/survivor/images/5/51/S23_albert_t.png/revision/latest?cb=20180529140559,Male,Baseball/Dating Coach ­­­­,https://vignette.wikia.nocookie.net/survivor/images/e/e8/S23_Albert_Destrade.jpg/revision/latest?cb=20120617045427,23
Coach Wade,39,Susanville,CA,South Pacific,2,4,1,5,39,0,https://vignette.wikia.nocookie.net/survivor/images/5/56/S23_coach_t.png/revision/latest?cb=20180529140601,Male,Soccer Coach/Musician,https://vignette.wikia.nocookie.net/survivor/images/2/26/S23_Coach_Wade.jpg/revision/latest?cb=20120617045445,23
Sophie Clarke,22,Willsboro,NY,South Pacific,1,4,3,7,39,5,https://vignette.wikia.nocookie.net/survivor/images/c/c0/S23_sophie_t.png/revision/latest?cb=20180529140607,Female,Medical Student,https://vignette.wikia.nocookie.net/survivor/images/a/ae/S23_Sophie_Clarke.jpg/revision/latest?cb=20120617045456,23
Kourtney Moon,29,Austin,TX,One World,18,0,NA,0,3,NA,https://vignette.wikia.nocookie.net/survivor/images/0/02/S24_kourtney_t.png/revision/latest?cb=20180529153441,Female,Motorcycle Repair,https://vignette.wikia.nocookie.net/survivor/images/3/32/S24_Kourtney_Moon.jpg/revision/latest?cb=20120617045824,24
Nina Acosta,51,Clovis,CA,One World,17,0,NA,0,5,6,https://vignette.wikia.nocookie.net/survivor/images/8/88/S24_nina_t.png/revision/latest?cb=20180529153444,Female,Retired LAPD Officer,https://vignette.wikia.nocookie.net/survivor/images/8/87/S24_Nina_Acosta.jpg/revision/latest?cb=20120617045835,24
Matt Quinlan,33,San Francisco,CA,One World,16,3,NA,3,8,7,https://vignette.wikia.nocookie.net/survivor/images/0/06/S24_matt_t.png/revision/latest?cb=20180529153442,Male,Attorney,https://vignette.wikia.nocookie.net/survivor/images/4/4b/S24_Matt_Quinlan.jpg/revision/latest?cb=20120617045844,24
Bill Posley,28,Venice,CA,One World,15,4,NA,4,11,8,https://vignette.wikia.nocookie.net/survivor/images/c/cf/S24_bill_t.png/revision/latest?cb=20180529153436,Male,Stand-Up Comedian,https://vignette.wikia.nocookie.net/survivor/images/a/a4/S24_Bill_Posley.jpg/revision/latest?cb=20120617045858,24
Monica Culpepper,41,Tampa,FL,One World,14,3,NA,3,14,5,https://vignette.wikia.nocookie.net/survivor/images/b/b2/S24_monica_t.png/revision/latest?cb=20180529153443,Female,"Ex-NFL Player's Wife;
Homemaker",https://vignette.wikia.nocookie.net/survivor/images/e/e6/S27_Monica_Culpepper.jpg/revision/latest?cb=20130821174132,24
Colton Cumbie,21,Monroeville,AL,One World,13,4,NA,4,16,1,https://vignette.wikia.nocookie.net/survivor/images/0/07/S24_colton_t.png/revision/latest?cb=20180529153438,Male,"Student;
Student Teacher",https://vignette.wikia.nocookie.net/survivor/images/d/df/S27_Colton_Cumbie.jpg/revision/latest?cb=20130821172731,24
